category,section,rpo,labels,option_ids,active_choice_row_count,ownership_status,projection_status,status_note
Equipment Groups,2LT Equipment,KQV,Heated and vented driver and passenger seats,opt_kqv_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UFG,Rear Cross Traffic Alert,opt_ufg_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UFT,Side Blind Zone Alert,opt_uft_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UG1,Universal Home Remote,opt_ug1_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UQH,Audio system feature,opt_uqh_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UTJ,Theft-deterrent system,opt_utj_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UTU,Theft deterrent sensor- inclination,opt_utu_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UTV,Theft deterrent sensor- motion,opt_utv_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UV6,Head-Up Display,opt_uv6_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,2LT Equipment,UVA,HD Front and Rear Vision Cameras,opt_uva_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups,3LT Equipment,IWE,Sueded Microfiber-Wrapped Upper Interior Trim Package,opt_iwe_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups | Interior,1LT Equipment | 2LT Equipment | Seats,AQ9,GT1 Bucket Seats,opt_aq9_001 | opt_aq9_002 | opt_aq9_003 | opt_aq9_004,24,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups | Interior,2LT Equipment | Interior Trim,UQT,Performance data and video recorder,opt_uqt_001 | opt_uqt_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Equipment Groups | Interior,3LT Equipment | Seats,AH2,GT2 Bucket Seats,opt_ah2_001 | opt_ah2_002 | opt_ah2_003,18,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Caliper Color,J6B,Blue-painted calipers,opt_j6b_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Caliper Color,J6E,Velocity Yellow-painted calipers,opt_j6e_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Caliper Color,J6F,Bright Red-painted calipers,opt_j6f_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Caliper Color,J6N,Edge Red-painted calipers,opt_j6n_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Exterior Accents,EFY,Body-color accents,opt_efy_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,G26,Sebring Orange Tintcoat,opt_g26_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,G4Z,Roswell Green Metallic,opt_g4z_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,G8G,Arctic White,opt_g8g_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GBA,Black,opt_gba_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GBK,Competition Yellow Tintcoat Metallic,opt_gbk_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GEC,NEW! Pitch Gray Metallic,opt_gec_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GKA,Blade Silver Metallic,opt_gka_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GKZ,Torch Red,opt_gkz_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GPH,Red Mist Metallic Tintcoat,opt_gph_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Paint,GTR,NEW! Admiral Blue Metallic,opt_gtr_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DPB,Carbon Flash with Blue accent Full Length Dual Racing Stripes,opt_dpb_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DPC,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,opt_dpc_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DPG,Carbon Flash with Orange accent Full Length Dual Racing Stripes,opt_dpg_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DPL,Carbon Flash with Red accent Full Length Dual Racing Stripes,opt_dpl_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DPT,Carbon Flash with Silver accent Full Length Dual Racing Stripes,opt_dpt_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DSY,Edge Orange Full Length Dual Racing Stripes,opt_dsy_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DSZ,Edge Red Full Length Dual Racing Stripes,opt_dsz_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DT0,Competition Yellow Full Length Dual Racing Stripes,opt_dt0_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DTH,Carbon Flash Metallic Full Length Dual Racing Stripes,opt_dth_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DUB,Sterling Silver Full Length Dual Racing Stripes,opt_dub_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DUE,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,opt_due_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DUK,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,opt_duk_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DUW,Edge Blue Full Length Dual Racing Stripes,opt_duw_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DZU,Carbon Flash/Competition Yellow Stinger Stripe,opt_dzu_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DZV,Carbon Flash/Midnight Silver Stinger Stripe,opt_dzv_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Stripes,DZX,Carbon Flash/Edge Red Stinger Stripe,opt_dzx_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Wheels,Q99,20-spoke bright machined-face forged aluminum wheels,opt_q99_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Wheels,Q9A,20-spoke Midnight Gray forged aluminum with Red stripe wheels,opt_q9a_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Wheels,Q9I,20-spoke Gloss Black forged aluminum wheels,opt_q9i_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Wheels,Q9O,5-split-spoke Satin Graphite with machined edge forged aluminum wheels,opt_q9o_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior,Wheels,QE6,NEW! 10-spoke Gloss Black forged aluminum wheels,opt_qe6_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior | Standard Equipment,Caliper Color | Standard Options,J6A,Black painted calipers | Calipers,opt_j6a_001 | opt_j6a_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior | Standard Equipment,Exterior Accents | Standard Options,EFR,Carbon Flash accents | Exterior accents,opt_efr_001 | opt_efr_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Exterior | Standard Equipment,Standard Options | Wheels,QEB,5-split-spoke Pearl Nickel forged aluminum wheels | Wheels,opt_qeb_001 | opt_qeb_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Color Override,D30,Color Combination Override,opt_d30_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Color Override,R6X,Custom Interior Trim and Seat Combination,opt_r6x_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Interior Trim,BAZ,Stealth Interior Trim Package,opt_baz_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Interior Trim,BV4,Personalized Plaque,opt_bv4_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Interior Trim,FA5,Carbon Fiber trim,opt_fa5_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,OnStar,PRB,3 Years OnStar One (Standalone),opt_prb_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,OnStar,R6P,3 Years SiriusXM,opt_r6p_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,OnStar,R9L,Removes OnStar Basics (OnStar Fleet Basics for Fleet),opt_r9l_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,OnStar,R9V,Mobile Service Plus,opt_r9v_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,OnStar,R9W,Deleted Mobile Service Plus,opt_r9w_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,OnStar,R9Y,Mobile Service Plus,opt_r9y_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seat Belt,379,Orange Seat belt color,opt_379_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seat Belt,3A9,Santorini Blue Seat belt color,opt_3a9_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seat Belt,3F9,Torch Red Seat belt color,opt_3f9_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seat Belt,3M9,Yellow Seat belt color,opt_3m9_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seat Belt,3N9,Natural Seat belt color,opt_3n9_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seats,AE4,Competition Sport Bucket Seats,opt_ae4_001 | opt_ae4_002 | opt_ae4_003,18,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior,Seats,AUP,"Mixed seats, driver Competition Sport bucket, passenger GT2 bucket",opt_aup_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Interior | Standard Equipment,Seat Belt | Standard Options,719,Black Seat belt color | Seat belt color,opt_719_001 | opt_719_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Custom Delivery,PIN,Customer VIN ending reservation,opt_pin_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Custom Delivery,R8C,Corvette Museum Delivery,opt_r8c_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Custom Delivery,VK3,Front License plate bracket,opt_vk3_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Exhaust,NWI,NEW! Exhaust tips,opt_nwi_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Exhaust,WUB,NEW! Exhaust,opt_wub_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,LPO Exterior,5JR,"LPO, Outside mirror covers in visible Carbon Fiber",opt_5jr_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,LPO Exterior,PCX,"LPO, Tech Bronze Accent Package",opt_pcx_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,LPO Exterior,PDV,"LPO, Stingray R Appearance Package",opt_pdv_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,LPO Exterior,RZ9,"LPO, Visible Carbon Fiber grille insert",opt_rz9_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,LPO Wheels,5DG,"LPO, 20-spoke Tech Bronze aluminum wheels",opt_5dg_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,LPO Wheels,5DO,"LPO, 15-spoke bright polished aluminum wheels",opt_5do_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Performance,E60,Front lift adjustable height with memory,opt_e60_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Performance,Z51,Z51 Performance Package,opt_z51_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Spoiler,ZYC,Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped),opt_zyc_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Suspension,FE2,Suspension,opt_fe2_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Suspension,FE3,Z51 performance suspension,opt_fe3_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Suspension,FE4,Suspension,opt_fe4_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Wheel Accessory,S47,"LPO, Chrome lug nuts",opt_s47_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Wheel Accessory,SFE,"LPO, Chrome wheel locks",opt_sfe_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Wheel Accessory,SPY,"LPO, Black lug nuts",opt_spy_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical,Wheel Accessory,SPZ,"LPO, Black wheel locks",opt_spz_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical | Standard Equipment,Exhaust | Standard Options,NGA,Exhaust tips,opt_nga_001 | opt_nga_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Mechanical | Standard Equipment,Standard Options | Suspension,FE1,Suspension,opt_fe1_001 | opt_fe1_002,12,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,B4Z,Performance Traction Management,opt_b4z_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,CFX,Plaque,opt_cfx_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,DRG,Carbon Flash painted mirrors,opt_drg_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,G0K,Rear axle,opt_g0k_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,G96,Differential,opt_g96_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,J55,Brakes,opt_j55_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,M1N,NEW! Transmission,opt_m1n_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,QTU,NEW! Tires,opt_qtu_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,TR7,Headlamp control,opt_tr7_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Included,V08,Cooling system,opt_v08_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,AJ7,Airbags,opt_aj7_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,DRZ,Rear Camera Mirror,opt_drz_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,TDM,Teen Driver,opt_tdm_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,TQ5,IntelliBeam,opt_tq5_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,UD7,Rear Park Assist,opt_ud7_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,UEU,Forward Collision Alert,opt_ueu_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,UHX,Lane Keep Assist with Lane Departure Warning,opt_uhx_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,UHY,Automatic Emergency Braking,opt_uhy_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Safety Features,UKT,Front Pedestrian and Bicyclist Braking,opt_ukt_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,A2X,Seat adjuster,opt_a2x_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,A7K,Seat adjuster,opt_a7k_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,CJ2,Air conditioning,opt_cj2_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,G0J,Differential,opt_g0j_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,JL9,Brakes,opt_jl9_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,LS6,NEW! Engine,opt_ls6_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,M1L,Transmission,opt_m1l_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,N38,Steering column,opt_n38_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,NPP,Exhaust,opt_npp_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,T4L,Headlamps,opt_t4l_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,U80,Compass,opt_u80_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,VHM,Vehicle health management,opt_vhm_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Equipment,XFN,Tires,opt_xfn_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Standard Options,NK4,Steering wheel,opt_nk4_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Technology,IVE,Infotainment system with Google Built-In,opt_ive_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Technology,PPW,Wireless Apple CarPlay/Wireless Android Auto,opt_ppw_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Technology,U2K,SiriusXM with 360L Trial Subscription,opt_u2k_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Technology,U5G,5G vehicle connectivity,opt_u5g_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Technology,UE1,OnStar services capable,opt_ue1_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
Standard Equipment,Technology,VV4,Wi-Fi Hotspot capable,opt_vv4_001,6,production_owned,not_projected,"Not moved into CSV ownership yet; may be intentionally deferred, out of current scope, or still waiting for review."
