choice_id,option_id,rpo,label,section_id,step_key,variant_id,body_style,trim_level,status,selectable,base_price
1lt_c07__opt_uqt_001,opt_uqt_001,UQT,Performance Data and Video Recorder,sec_2lte_001,standard_equipment,1lt_c07,coupe,1LT,available,False,0
2lt_c07__opt_uqt_001,opt_uqt_001,UQT,Performance Data and Video Recorder,sec_2lte_001,standard_equipment,2lt_c07,coupe,2LT,standard,False,0
3lt_c07__opt_uqt_001,opt_uqt_001,UQT,Performance Data and Video Recorder,sec_2lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_uqt_001,opt_uqt_001,UQT,Performance Data and Video Recorder,sec_2lte_001,standard_equipment,1lt_c67,convertible,1LT,available,False,0
2lt_c67__opt_uqt_001,opt_uqt_001,UQT,Performance Data and Video Recorder,sec_2lte_001,standard_equipment,2lt_c67,convertible,2LT,standard,False,0
3lt_c67__opt_uqt_001,opt_uqt_001,UQT,Performance Data and Video Recorder,sec_2lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_utj_001,opt_utj_001,UTJ,Electrical Theft-Deterrent System,sec_2lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_utj_001,opt_utj_001,UTJ,Electrical Theft-Deterrent System,sec_2lte_001,standard_equipment,2lt_c07,coupe,2LT,standard,False,0
3lt_c07__opt_utj_001,opt_utj_001,UTJ,Electrical Theft-Deterrent System,sec_2lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_utj_001,opt_utj_001,UTJ,Electrical Theft-Deterrent System,sec_2lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_utj_001,opt_utj_001,UTJ,Electrical Theft-Deterrent System,sec_2lte_001,standard_equipment,2lt_c67,convertible,2LT,standard,False,0
3lt_c67__opt_utj_001,opt_utj_001,UTJ,Electrical Theft-Deterrent System,sec_2lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_utu_001,opt_utu_001,UTU,Vehicle Inclination Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_utu_001,opt_utu_001,UTU,Vehicle Inclination Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,2lt_c07,coupe,2LT,standard,False,0
3lt_c07__opt_utu_001,opt_utu_001,UTU,Vehicle Inclination Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_utu_001,opt_utu_001,UTU,Vehicle Inclination Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_utu_001,opt_utu_001,UTU,Vehicle Inclination Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,2lt_c67,convertible,2LT,standard,False,0
3lt_c67__opt_utu_001,opt_utu_001,UTU,Vehicle Inclination Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_utv_001,opt_utv_001,UTV,Interior Motion Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_utv_001,opt_utv_001,UTV,Interior Motion Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,2lt_c07,coupe,2LT,standard,False,0
3lt_c07__opt_utv_001,opt_utv_001,UTV,Interior Motion Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_utv_001,opt_utv_001,UTV,Interior Motion Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_utv_001,opt_utv_001,UTV,Interior Motion Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,2lt_c67,convertible,2LT,standard,False,0
3lt_c67__opt_utv_001,opt_utv_001,UTV,Interior Motion Theft-Deterrent Sensor,sec_2lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_uv6_001,opt_uv6_001,UV6,Head-Up Display,sec_2lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_uv6_001,opt_uv6_001,UV6,Head-Up Display,sec_2lte_001,standard_equipment,2lt_c07,coupe,2LT,standard,False,0
3lt_c07__opt_uv6_001,opt_uv6_001,UV6,Head-Up Display,sec_2lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_uv6_001,opt_uv6_001,UV6,Head-Up Display,sec_2lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_uv6_001,opt_uv6_001,UV6,Head-Up Display,sec_2lte_001,standard_equipment,2lt_c67,convertible,2LT,standard,False,0
3lt_c67__opt_uv6_001,opt_uv6_001,UV6,Head-Up Display,sec_2lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_uva_001,opt_uva_001,UVA,HD Front and Rear Vision Cameras,sec_2lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_uva_001,opt_uva_001,UVA,HD Front and Rear Vision Cameras,sec_2lte_001,standard_equipment,2lt_c07,coupe,2LT,standard,False,0
3lt_c07__opt_uva_001,opt_uva_001,UVA,HD Front and Rear Vision Cameras,sec_2lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_uva_001,opt_uva_001,UVA,HD Front and Rear Vision Cameras,sec_2lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_uva_001,opt_uva_001,UVA,HD Front and Rear Vision Cameras,sec_2lte_001,standard_equipment,2lt_c67,convertible,2LT,standard,False,0
3lt_c67__opt_uva_001,opt_uva_001,UVA,HD Front and Rear Vision Cameras,sec_2lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_001,opt_001,,Custom Leather Wrapped Interior Package,sec_3lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_001,opt_001,,Custom Leather Wrapped Interior Package,sec_3lte_001,standard_equipment,2lt_c07,coupe,2LT,unavailable,False,0
3lt_c07__opt_001,opt_001,,Custom Leather Wrapped Interior Package,sec_3lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_001,opt_001,,Custom Leather Wrapped Interior Package,sec_3lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
2lt_c67__opt_001,opt_001,,Custom Leather Wrapped Interior Package,sec_3lte_001,standard_equipment,2lt_c67,convertible,2LT,unavailable,False,0
3lt_c67__opt_001,opt_001,,Custom Leather Wrapped Interior Package,sec_3lte_001,standard_equipment,3lt_c67,convertible,3LT,standard,False,0
1lt_c07__opt_ah2_001,opt_ah2_001,AH2,GT2 Bucket Seats,sec_3lte_001,standard_equipment,1lt_c07,coupe,1LT,unavailable,False,0
2lt_c07__opt_ah2_001,opt_ah2_001,AH2,GT2 Bucket Seats,sec_3lte_001,standard_equipment,2lt_c07,coupe,2LT,unavailable,False,0
3lt_c07__opt_ah2_001,opt_ah2_001,AH2,GT2 Bucket Seats,sec_3lte_001,standard_equipment,3lt_c07,coupe,3LT,standard,False,0
1lt_c67__opt_ah2_001,opt_ah2_001,AH2,GT2 Bucket Seats,sec_3lte_001,standard_equipment,1lt_c67,convertible,1LT,unavailable,False,0
