proposal_selectable_id,proposal_status,model_key,section_family,section_name,category_name,display_label,display_description,source_description_raw,source_detail_raw,review_status,source_ref_ids
prop_z06_mechanical_ref_j6d_668e72,proposal_only,z06,mechanical,Mechanical,Mechanical,"Calipers, Dark Gray Metallic-painted","Calipers, Dark Gray Metallic-painted","Calipers, Dark Gray Metallic-painted
1. Included and only available with (J57) carbon ceramic brakes.","Calipers, Dark Gray Metallic-painted
1. Included and only available with (J57) carbon ceramic brakes.",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:12:095d0542d2|staging_variant_matrix_rows.csv:Mechanical 3:12:1cf89ad35e|staging_variant_matrix_rows.csv:Mechanical 3:12:2f5fafca7d|staging_variant_matrix_rows.csv:Mechanical 3:12:7bf20d4365|staging_variant_matrix_rows.csv:Mechanical 3:12:b0559aa3c5|staging_variant_matrix_rows.csv:Mechanical 3:12:d467d6807c
prop_z06_mechanical_j6n,proposal_only,z06,mechanical,Mechanical,Mechanical,"Calipers, Edge Red-painted","Calipers, Edge Red-painted","Calipers, Edge Red-painted","Calipers, Edge Red-painted",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:17:145e1517c7|staging_variant_matrix_rows.csv:Mechanical 3:17:29d2a969eb|staging_variant_matrix_rows.csv:Mechanical 3:17:8b00bfaa67|staging_variant_matrix_rows.csv:Mechanical 3:17:9fd0e3fcad|staging_variant_matrix_rows.csv:Mechanical 3:17:a623858eaf|staging_variant_matrix_rows.csv:Mechanical 3:17:c40f1159aa
prop_z06_mechanical_j6l,proposal_only,z06,mechanical,Mechanical,Mechanical,"Calipers, Orange-painted","Calipers, Orange-painted","Calipers, Orange-painted
1. Requires (J57) carbon ceramic brakes.","Calipers, Orange-painted
1. Requires (J57) carbon ceramic brakes.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:16:0f8ba51ab0|staging_variant_matrix_rows.csv:Mechanical 3:16:60f5841cdc|staging_variant_matrix_rows.csv:Mechanical 3:16:8252af3f1f|staging_variant_matrix_rows.csv:Mechanical 3:16:9a0718ff9a|staging_variant_matrix_rows.csv:Mechanical 3:16:a9039bc314|staging_variant_matrix_rows.csv:Mechanical 3:16:ba0ea21523
prop_z06_mechanical_j6e,proposal_only,z06,mechanical,Mechanical,Mechanical,"Calipers, Velocity Yellow-painted","Calipers, Velocity Yellow-painted","Calipers, Velocity Yellow-painted","Calipers, Velocity Yellow-painted",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:14:25647f0c17|staging_variant_matrix_rows.csv:Mechanical 3:14:3ebc315797|staging_variant_matrix_rows.csv:Mechanical 3:14:62ef084fd8|staging_variant_matrix_rows.csv:Mechanical 3:14:7436696869|staging_variant_matrix_rows.csv:Mechanical 3:14:9a1bdc176f|staging_variant_matrix_rows.csv:Mechanical 3:14:a3578c3c57
prop_z06_mechanical_zz3,proposal_only,z06,mechanical,Mechanical,Mechanical,"Convertible Engine Appearance Package, includes window under tonneau cover, engine intake and (SL9) engine specification plaque, LPO","Convertible Engine Appearance Package, includes window under tonneau cover, engine intake and (SL9) engine specification plaque, LPO","Convertible Engine Appearance Package, includes window under tonneau cover, engine intake and (SL9) engine specification plaque, LPO","Convertible Engine Appearance Package, includes window under tonneau cover, engine intake and (SL9) engine specification plaque, LPO",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:27:2cec000f38|staging_variant_matrix_rows.csv:Mechanical 3:27:619af3c2db|staging_variant_matrix_rows.csv:Mechanical 3:27:b51aefcc9d|staging_variant_matrix_rows.csv:Mechanical 3:27:c0a9df1edb|staging_variant_matrix_rows.csv:Mechanical 3:27:e85ceaf104|staging_variant_matrix_rows.csv:Mechanical 3:27:edfc1fd1cf
prop_z06_mechanical_b6p,proposal_only,z06,mechanical,Mechanical,Mechanical,"Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO","Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO","Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO","Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:26:2dca55fd2c|staging_variant_matrix_rows.csv:Mechanical 3:26:43d363e6d8|staging_variant_matrix_rows.csv:Mechanical 3:26:60236246f7|staging_variant_matrix_rows.csv:Mechanical 3:26:aaa8a7ed86|staging_variant_matrix_rows.csv:Mechanical 3:26:bef85ba3ea|staging_variant_matrix_rows.csv:Mechanical 3:26:c0a407fee3
prop_z06_mechanical_pbc,proposal_only,z06,mechanical,Mechanical,Mechanical,Customer Engine Build Program,Customer Engine Build Program,Customer Engine Build Program,Customer Engine Build Program,proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:25:10c1987bbb|staging_variant_matrix_rows.csv:Mechanical 3:25:13ee25d6fa|staging_variant_matrix_rows.csv:Mechanical 3:25:269a679ea2|staging_variant_matrix_rows.csv:Mechanical 3:25:7552f2bdc5|staging_variant_matrix_rows.csv:Mechanical 3:25:90a52dc550|staging_variant_matrix_rows.csv:Mechanical 3:25:9d240a4f13
prop_z06_mechanical_nb8,proposal_only,z06,mechanical,Mechanical,Mechanical,"Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington","Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington","Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington
1. Requires (FE9) Federal emissions requirements.","Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington
1. Requires (FE9) Federal emissions requirements.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:21:21a272a309|staging_variant_matrix_rows.csv:Mechanical 3:21:60957b3279|staging_variant_matrix_rows.csv:Mechanical 3:21:65b4987b1e|staging_variant_matrix_rows.csv:Mechanical 3:21:7cfe23d05b|staging_variant_matrix_rows.csv:Mechanical 3:21:a44cf37d3d|staging_variant_matrix_rows.csv:Mechanical 3:21:d9be8511f5
prop_z06_mechanical_nc7,proposal_only,z06,mechanical,Mechanical,Mechanical,"Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)","Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)","Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)
1. Requires (YF5) California state emissions requirements or (NE1) Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington state emissions requirements.","Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)
1. Requires (YF5) California state emissions requirements or (NE1) Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington state emissions requirements.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:23:1d98004cc7|staging_variant_matrix_rows.csv:Mechanical 3:23:292ce1ca69|staging_variant_matrix_rows.csv:Mechanical 3:23:30af50f313|staging_variant_matrix_rows.csv:Mechanical 3:23:4c6a31da8e|staging_variant_matrix_rows.csv:Mechanical 3:23:7da69576be|staging_variant_matrix_rows.csv:Mechanical 3:23:f0ed94de13
prop_z06_mechanical_nb9,proposal_only,z06,mechanical,Mechanical,Mechanical,"Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)","Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)","Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)
1. Allows a California dealer (YF5 emissions) to order (NE1) emissions with (NB9) emissions override code for registration in (NE1) states; or, a Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington dealer (NE1 emissions) to order (YF5) emissions with (NB9) emissions override code for registration in California.","Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)
1. Allows a California dealer (YF5 emissions) to order (NE1) emissions with (NB9) emissions override code for registration in (NE1) states; or, a Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington dealer (NE1 emissions) to order (YF5) emissions with (NB9) emissions override code for registration in California.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:22:27ea2dc103|staging_variant_matrix_rows.csv:Mechanical 3:22:439f1fb288|staging_variant_matrix_rows.csv:Mechanical 3:22:67200b4b22|staging_variant_matrix_rows.csv:Mechanical 3:22:8e0221cf9a|staging_variant_matrix_rows.csv:Mechanical 3:22:9a3d8dc481|staging_variant_matrix_rows.csv:Mechanical 3:22:d3deaaac0c
prop_z06_mechanical_yf5,proposal_only,z06,mechanical,Mechanical,Mechanical,"Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified","Emissions, California state requirements, 50-state certified",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:19:6c1a6cb59e|staging_variant_matrix_rows.csv:Mechanical 3:19:6edb544060|staging_variant_matrix_rows.csv:Mechanical 3:19:976903675a|staging_variant_matrix_rows.csv:Mechanical 3:19:aaaaabcef2|staging_variant_matrix_rows.csv:Mechanical 3:19:bfb082bf33|staging_variant_matrix_rows.csv:Mechanical 3:19:d4832181a6
prop_z06_mechanical_ne1,proposal_only,z06,mechanical,Mechanical,Mechanical,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements","Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements","Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements","Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:20:22b5249071|staging_variant_matrix_rows.csv:Mechanical 3:20:2c8330a401|staging_variant_matrix_rows.csv:Mechanical 3:20:7b0b2a70e9|staging_variant_matrix_rows.csv:Mechanical 3:20:9df92589a7|staging_variant_matrix_rows.csv:Mechanical 3:20:a031af2138|staging_variant_matrix_rows.csv:Mechanical 3:20:f0a3f95525
prop_z06_mechanical_fe9,proposal_only,z06,mechanical,Mechanical,Mechanical,"Emissions, Federal requirements, 50-state certified","Emissions, Federal requirements, 50-state certified","Emissions, Federal requirements, 50-state certified","Emissions, Federal requirements, 50-state certified",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:18:0cfb40cad6|staging_variant_matrix_rows.csv:Mechanical 3:18:33138097ae|staging_variant_matrix_rows.csv:Mechanical 3:18:7eb857d24d|staging_variant_matrix_rows.csv:Mechanical 3:18:8e76a337ff|staging_variant_matrix_rows.csv:Mechanical 3:18:e4ba73cbbf|staging_variant_matrix_rows.csv:Mechanical 3:18:ff59562553
prop_z06_mechanical_bcw,proposal_only,z06,mechanical,Mechanical,Mechanical,"Engine intake, Red","Engine intake, Red","Engine intake, Red
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.","Engine intake, Red
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:28:24bd7fb72b|staging_variant_matrix_rows.csv:Mechanical 3:28:3a7d3392fb|staging_variant_matrix_rows.csv:Mechanical 3:28:5fef4eaf65|staging_variant_matrix_rows.csv:Mechanical 3:28:62b8d4da84|staging_variant_matrix_rows.csv:Mechanical 3:28:dda781f9b4|staging_variant_matrix_rows.csv:Mechanical 3:28:fe66067f41
prop_z06_mechanical_d3v,proposal_only,z06,mechanical,Mechanical,Mechanical,Engine lighting,Engine lighting,"Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BCW) Red engine intake.","Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BCW) Red engine intake.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:29:6ce0743e28|staging_variant_matrix_rows.csv:Mechanical 3:29:7f1f0129d8|staging_variant_matrix_rows.csv:Mechanical 3:29:9c99c49957|staging_variant_matrix_rows.csv:Mechanical 3:29:c390a6acc3|staging_variant_matrix_rows.csv:Mechanical 3:29:d244e5735b|staging_variant_matrix_rows.csv:Mechanical 3:29:d3a279af15
prop_z06_mechanical_ref_lt6_75f404,proposal_only,z06,mechanical,Mechanical,Mechanical,"Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)","Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)","Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)","Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:24:2ef2cd2af4|staging_variant_matrix_rows.csv:Mechanical 3:24:32ea8ca4a9|staging_variant_matrix_rows.csv:Mechanical 3:24:5c5fe2a899|staging_variant_matrix_rows.csv:Mechanical 3:24:5ce5db36d3|staging_variant_matrix_rows.csv:Mechanical 3:24:7f7b89ba90|staging_variant_matrix_rows.csv:Mechanical 3:24:d166fbde34
prop_z06_mechanical_ref_nga_09db28,proposal_only,z06,mechanical,Mechanical,Mechanical,"Exhaust tips, Black","Exhaust tips, Black","Exhaust tips, Black","Exhaust tips, Black",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:32:0be8709db6|staging_variant_matrix_rows.csv:Mechanical 3:32:618ceb6f0d|staging_variant_matrix_rows.csv:Mechanical 3:32:7657bceafb|staging_variant_matrix_rows.csv:Mechanical 3:32:9a5b3ed237|staging_variant_matrix_rows.csv:Mechanical 3:32:c59c0ac08a|staging_variant_matrix_rows.csv:Mechanical 3:32:eec50377d1
prop_z06_mechanical_ref_npp_9d2116,proposal_only,z06,mechanical,Mechanical,Mechanical,"Exhaust, performance, aggressive exhaust sound varies with driver mode selected","Exhaust, performance, aggressive exhaust sound varies with driver mode selected","Exhaust, performance, aggressive exhaust sound varies with driver mode selected","Exhaust, performance, aggressive exhaust sound varies with driver mode selected",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:30:0d80fcd2ad|staging_variant_matrix_rows.csv:Mechanical 3:30:207d10ffdb|staging_variant_matrix_rows.csv:Mechanical 3:30:3a3b617f98|staging_variant_matrix_rows.csv:Mechanical 3:30:985877c30a|staging_variant_matrix_rows.csv:Mechanical 3:30:a43406b860|staging_variant_matrix_rows.csv:Mechanical 3:30:d229799670
prop_z06_mechanical_norpo_cc2f2484,proposal_only,z06,mechanical,Mechanical,Mechanical,"Frame, aluminum structure","Frame, aluminum structure","Frame, aluminum structure","Frame, aluminum structure",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:34:11207e57ce|staging_variant_matrix_rows.csv:Mechanical 3:34:4c51ed0326|staging_variant_matrix_rows.csv:Mechanical 3:34:4d6d66f404|staging_variant_matrix_rows.csv:Mechanical 3:34:6db5b96d04|staging_variant_matrix_rows.csv:Mechanical 3:34:a93510d4fd|staging_variant_matrix_rows.csv:Mechanical 3:34:f8ff61b2bb
prop_z06_mechanical_ref_ukt_b28b2c,proposal_only,z06,mechanical,Mechanical,Mechanical,Front Pedestrian and Bicyclist Braking,Front Pedestrian and Bicyclist Braking,Front Pedestrian and Bicyclist Braking,Front Pedestrian and Bicyclist Braking,needs_review,staging_variant_matrix_rows.csv:Mechanical 3:9:3c68429d3b|staging_variant_matrix_rows.csv:Mechanical 3:9:628a18a280|staging_variant_matrix_rows.csv:Mechanical 3:9:796ad2b522|staging_variant_matrix_rows.csv:Mechanical 3:9:80d2f6f8c0|staging_variant_matrix_rows.csv:Mechanical 3:9:b09733726c|staging_variant_matrix_rows.csv:Mechanical 3:9:d34cf5bbe6
prop_z06_mechanical_ref_r8e_f00892,proposal_only,z06,mechanical,Mechanical,Mechanical,"Gas guzzler tax, mandatory federal tax added to price of vehicle","Gas guzzler tax, mandatory federal tax added to price of vehicle","Gas guzzler tax, mandatory federal tax added to price of vehicle","Gas guzzler tax, mandatory federal tax added to price of vehicle",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:35:614116cb1b|staging_variant_matrix_rows.csv:Mechanical 3:35:8a69a85319|staging_variant_matrix_rows.csv:Mechanical 3:35:a072f6f5da|staging_variant_matrix_rows.csv:Mechanical 3:35:c18b26f7ba|staging_variant_matrix_rows.csv:Mechanical 3:35:c869b88cea|staging_variant_matrix_rows.csv:Mechanical 3:35:eabff81466
prop_z06_mechanical_vup,proposal_only,z06,mechanical,Mechanical,Mechanical,"LPO, Engine Bay closeout graphics, Genuine Corvette Accessory","LPO, Engine Bay closeout graphics, Genuine Corvette Accessory","LPO, Engine Bay closeout graphics, Genuine Corvette Accessory","LPO, Engine Bay closeout graphics, Genuine Corvette Accessory",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:38:02c40e94f7|staging_variant_matrix_rows.csv:Mechanical 3:38:373150bd42|staging_variant_matrix_rows.csv:Mechanical 3:38:3747207a7c|staging_variant_matrix_rows.csv:Mechanical 3:38:4c306f41b0|staging_variant_matrix_rows.csv:Mechanical 3:38:5fe08afef5|staging_variant_matrix_rows.csv:Mechanical 3:38:9d2fb0db40
prop_z06_mechanical_sl9,proposal_only,z06,mechanical,Mechanical,Mechanical,"LPO, Engine specification plaque, Genuine Corvette Accessory","LPO, Engine specification plaque, Genuine Corvette Accessory","LPO, Engine specification plaque, Genuine Corvette Accessory
1. Included with (B6P/ZZ3) Engine Appearance Package.","LPO, Engine specification plaque, Genuine Corvette Accessory
1. Included with (B6P/ZZ3) Engine Appearance Package.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:39:135adec1eb|staging_variant_matrix_rows.csv:Mechanical 3:39:48f63e121e|staging_variant_matrix_rows.csv:Mechanical 3:39:7ccad2d6fb|staging_variant_matrix_rows.csv:Mechanical 3:39:9bbcb939ea|staging_variant_matrix_rows.csv:Mechanical 3:39:a1102faffb|staging_variant_matrix_rows.csv:Mechanical 3:39:ee8d4b8b0c
prop_z06_mechanical_rxi,proposal_only,z06,mechanical,Mechanical,Mechanical,"LPO, LT6 engine cover in visible carbon fiber, Genuine Corvette Accessory","LPO, LT6 engine cover in visible carbon fiber, Genuine Corvette Accessory","LPO, LT6 engine cover in visible carbon fiber, Genuine Corvette Accessory","LPO, LT6 engine cover in visible carbon fiber, Genuine Corvette Accessory",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:36:0adf9b358e|staging_variant_matrix_rows.csv:Mechanical 3:36:28a11989d3|staging_variant_matrix_rows.csv:Mechanical 3:36:2f25f3f7b3|staging_variant_matrix_rows.csv:Mechanical 3:36:dcb19a733b|staging_variant_matrix_rows.csv:Mechanical 3:36:e5f8103228|staging_variant_matrix_rows.csv:Mechanical 3:36:ff19a1f862
prop_z06_mechanical_slk,proposal_only,z06,mechanical,Mechanical,Mechanical,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory","LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory","LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory","LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:40:343e604185|staging_variant_matrix_rows.csv:Mechanical 3:40:45c9143655|staging_variant_matrix_rows.csv:Mechanical 3:40:7d416cd806|staging_variant_matrix_rows.csv:Mechanical 3:40:a0bb6911ee|staging_variant_matrix_rows.csv:Mechanical 3:40:c282408363|staging_variant_matrix_rows.csv:Mechanical 3:40:c8a87fa1e9
prop_z06_mechanical_sln,proposal_only,z06,mechanical,Mechanical,Mechanical,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory","LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory","LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory
1. Not available with (RXI) LT6 engine cover in visible carbon fiber, LPO.","LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory
1. Not available with (RXI) LT6 engine cover in visible carbon fiber, LPO.",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:37:0b6e29262e|staging_variant_matrix_rows.csv:Mechanical 3:37:50f7d0b4d4|staging_variant_matrix_rows.csv:Mechanical 3:37:6fff91f456|staging_variant_matrix_rows.csv:Mechanical 3:37:793859fd86|staging_variant_matrix_rows.csv:Mechanical 3:37:95870f4706|staging_variant_matrix_rows.csv:Mechanical 3:37:aa268e57cd
prop_z06_mechanical_nwi,proposal_only,z06,mechanical,Mechanical,Mechanical,"NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed","NEW!  Exhaust tips, bright, center, quad, exposed",proposal_only,staging_variant_matrix_rows.csv:Mechanical 3:33:25e13a0fd4|staging_variant_matrix_rows.csv:Mechanical 3:33:410e4d15d4|staging_variant_matrix_rows.csv:Mechanical 3:33:5392868d5b|staging_variant_matrix_rows.csv:Mechanical 3:33:581fdb3a91|staging_variant_matrix_rows.csv:Mechanical 3:33:62147f6e5c|staging_variant_matrix_rows.csv:Mechanical 3:33:a68c4033b5
prop_z06_mechanical_ref_wub_b5f893,proposal_only,z06,mechanical,Mechanical,Mechanical,"NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit","NEW!  Exhaust, quad center exit",needs_review,staging_variant_matrix_rows.csv:Mechanical 3:31:0223dc7296|staging_variant_matrix_rows.csv:Mechanical 3:31:1f22111431|staging_variant_matrix_rows.csv:Mechanical 3:31:77a4306068|staging_variant_matrix_rows.csv:Mechanical 3:31:89bd2ecd37|staging_variant_matrix_rows.csv:Mechanical 3:31:9716804fa2|staging_variant_matrix_rows.csv:Mechanical 3:31:e195db7a1a
prop_z06_mechanical_norpo_40af3168,proposal_only,z06,mechanical,Mechanical,Mechanical,NEW!  Intersection Automatic Emergency Braking,NEW!  Intersection Automatic Emergency Braking,NEW!  Intersection Automatic Emergency Braking,NEW!  Intersection Automatic Emergency Braking,needs_review,staging_variant_matrix_rows.csv:Mechanical 3:10:151ff3de19|staging_variant_matrix_rows.csv:Mechanical 3:10:88dacba7d6|staging_variant_matrix_rows.csv:Mechanical 3:10:910808f75f|staging_variant_matrix_rows.csv:Mechanical 3:10:be6d79894a|staging_variant_matrix_rows.csv:Mechanical 3:10:d472ea8907|staging_variant_matrix_rows.csv:Mechanical 3:10:e251b5e7e2
prop_z06_mechanical_norpo_9bd5f2b6,proposal_only,z06,mechanical,Mechanical,Mechanical,Oil life monitoring system,Oil life monitoring system,Oil life monitoring system,Oil life monitoring system,needs_review,staging_variant_matrix_rows.csv:Mechanical 3:41:2117d0a044|staging_variant_matrix_rows.csv:Mechanical 3:41:5814d34c60|staging_variant_matrix_rows.csv:Mechanical 3:41:96b44bfa4e|staging_variant_matrix_rows.csv:Mechanical 3:41:a980f260d2|staging_variant_matrix_rows.csv:Mechanical 3:41:c498711daa|staging_variant_matrix_rows.csv:Mechanical 3:41:fa71abe813
prop_z06_mechanical_ref_b4z_d4bce7,proposal_only,z06,mechanical,Mechanical,Mechanical,Performance Traction Management,Performance Traction Management,Performance Traction Management,Performance Traction Management,needs_review,staging_variant_matrix_rows.csv:Mechanical 3:42:05561f6169|staging_variant_matrix_rows.csv:Mechanical 3:42:178c0bce60|staging_variant_matrix_rows.csv:Mechanical 3:42:52d2391be5|staging_variant_matrix_rows.csv:Mechanical 3:42:b1f5bc5619|staging_variant_matrix_rows.csv:Mechanical 3:42:e5f04c171e|staging_variant_matrix_rows.csv:Mechanical 3:42:f6311f7d98
