source_ref_id,source_sheet,source_row,guide_family,model_key,model_key_confidence,price_block_label,raw_values,notes,review_status
staging_price_rows.csv:Price Schedule:19:a7c2797896,Price Schedule,19,corvette,grand_sport,high,raw_price_schedule_row,"["""",""1YE67"",""Corvette Grand Sport Convertible 2LT"",""100100"",""0"",""100100"",""93493.4"",""90490.4"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:20:8a4fe8c48a,Price Schedule,20,corvette,grand_sport,high,raw_price_schedule_row,"["""",""1YE67"",""Corvette Grand Sport Convertible 3LT"",""104750"",""0"",""104750"",""97836.5"",""94694"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:21:a50d7da3ac,Price Schedule,21,corvette,,,raw_price_schedule_row,"["""",""1YG07"",""Corvette Grand Sport X Coupe 1LT"",""109700"",""0"",""109700"",""102459.8"",""99168.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:22:7ae1afc401,Price Schedule,22,corvette,,,raw_price_schedule_row,"["""",""1YG07"",""Corvette Grand Sport X Coupe 2LT"",""115200"",""0"",""115200"",""107596.8"",""104140.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:23:418af78650,Price Schedule,23,corvette,,,raw_price_schedule_row,"["""",""1YG67"",""Corvette Grand Sport X Convertible 1LT"",""116700"",""0"",""116700"",""108997.8"",""105496.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:24:97091bfda6,Price Schedule,24,corvette,z06,high,raw_price_schedule_row,"["""",""1YH07"",""Corvette Z06 Coupe 1LZ"",""118900"",""0"",""118900"",""111052.6"",""107485.6"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:25:99f7f3e3ed,Price Schedule,25,corvette,,,raw_price_schedule_row,"["""",""1YG07"",""Corvette Grand Sport X Coupe 3LT"",""120350"",""0"",""120350"",""112406.9"",""108796.4"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:26:9674cc17a3,Price Schedule,26,corvette,,,raw_price_schedule_row,"["""",""1YG67"",""Corvette Grand Sport X Convertible 2LT"",""122200"",""0"",""122200"",""114134.8"",""110468.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:27:56ff0d00d7,Price Schedule,27,corvette,z06,high,raw_price_schedule_row,"["""",""1YH67"",""Corvette Z06 Convertible 1LZ"",""125900"",""0"",""125900"",""117590.6"",""113813.6"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:28:bb391806ea,Price Schedule,28,corvette,,,raw_price_schedule_row,"["""",""1YG67"",""Corvette Grand Sport X Convertible 3LT"",""127350"",""0"",""127350"",""118944.9"",""115124.4"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:29:a87fb9cb5a,Price Schedule,29,corvette,z06,high,raw_price_schedule_row,"["""",""1YH07"",""Corvette Z06 Coupe 2LZ"",""127800"",""0"",""127800"",""119365.2"",""115531.2"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:30:31eb453629,Price Schedule,30,corvette,z06,high,raw_price_schedule_row,"["""",""1YH07"",""Corvette Z06 Coupe 3LZ"",""132450"",""0"",""132450"",""123708.3"",""119734.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:31:d25c4847d1,Price Schedule,31,corvette,z06,high,raw_price_schedule_row,"["""",""1YH67"",""Corvette Z06 Convertible 2LZ"",""134800"",""0"",""134800"",""125903.2"",""121859.2"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:32:034a4bb403,Price Schedule,32,corvette,z06,high,raw_price_schedule_row,"["""",""1YH67"",""Corvette Z06 Convertible 3LZ"",""139450"",""0"",""139450"",""130246.3"",""126062.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:33:17caf94cdf,Price Schedule,33,corvette,zr1,high,raw_price_schedule_row,"["""",""1YR07"",""Corvette ZR1 Coupe 1LZ"",""194700"",""0"",""194700"",""181849.8"",""176008.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:34:0ada922cce,Price Schedule,34,corvette,zr1,high,raw_price_schedule_row,"["""",""1YR67"",""Corvette ZR1 Convertible 1LZ"",""204700"",""0"",""204700"",""191189.8"",""185048.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:35:3b6f144cad,Price Schedule,35,corvette,zr1,high,raw_price_schedule_row,"["""",""1YR07"",""Corvette ZR1 Coupe 3LZ"",""205700"",""0"",""205700"",""192123.8"",""185952.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:36:0291ebd9ce,Price Schedule,36,corvette,zr1,high,raw_price_schedule_row,"["""",""1YR67"",""Corvette ZR1 Convertible 3LZ"",""215700"",""0"",""215700"",""201463.8"",""194992.8"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:37:6ac76c1c7b,Price Schedule,37,corvette,zr1x,high,raw_price_schedule_row,"["""",""1YS07"",""Corvette ZR1X Coupe 1LZ"",""224900"",""0"",""224900"",""210056.6"",""203309.6"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:38:8187c56368,Price Schedule,38,corvette,zr1x,high,raw_price_schedule_row,"["""",""1YS67"",""Corvette ZR1X Convertible 1LZ"",""234900"",""0"",""234900"",""219396.6"",""212349.6"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:39:8b2d771f9f,Price Schedule,39,corvette,zr1x,high,raw_price_schedule_row,"["""",""1YS07"",""Corvette ZR1X Coupe 3LZ"",""235900"",""0"",""235900"",""220330.6"",""213253.6"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:40:a83be9f0e8,Price Schedule,40,corvette,zr1x,high,raw_price_schedule_row,"["""",""1YS67"",""Corvette ZR1X Convertible 3LZ"",""245900"",""0"",""245900"",""229670.6"",""222293.6"",""0"",""2495"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:42:95a0ba62c3,Price Schedule,42,corvette,,,raw_price_schedule_row,"[""Additional Options"","""","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:43:cef0979f6c,Price Schedule,43,corvette,,,raw_price_schedule_row,"["""",""Option Code"",""Description"",""List"",""Factory"",""MSRP(c)"",""Dealer"",""Dealer"",""Employee"","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:44:2ca2122b38,Price Schedule,44,corvette,,,raw_price_schedule_row,"["""","""","""",""Price"",""D/H(b)"","""",""Invoice"",""Price(c)"",""Price(c)"","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:45:9f617e2df8,Price Schedule,45,corvette,,,raw_price_schedule_row,"["""","""","""","""","""","""",""Price(a)"","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:46:c5184d4512,Price Schedule,46,corvette,,,raw_price_schedule_row,"["""",""Additional Options:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:47:bfa023c713,Price Schedule,47,corvette,,,raw_price_schedule_row,"["""",""BV4"",""Personalized Plaque w/Name and VIN"","""",""395"",""0"",""395"",""359.45"",""347.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:48:203c323c2a,Price Schedule,48,corvette,,,raw_price_schedule_row,"["""",""D30"",""Color Combination Override"","""",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:49:d2ee52f085,Price Schedule,49,corvette,,,raw_price_schedule_row,"["""",""E60"",""Front Lift Adjustable Height with Memory"",""2LT/LZ or 3LT/LZ"",""2995"",""0"",""2995"",""2725.45"",""2635.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:50:13d9edbdb3,Price Schedule,50,corvette,,,raw_price_schedule_row,"["""",""PBC"",""Customer Engine Build Program"",""LT6 and LT7 Engines only"",""9995"",""0"",""9995"",""9095.45"",""8795.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:51:d620925d52,Price Schedule,51,corvette,,,raw_price_schedule_row,"["""",""PDB"",""Carbon Fiber Wheel and Brake Package"",""Z06 with ROY Carbon Fiber Wheel"",""16000"",""0"",""16000"",""14560"",""14080"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:52:36d2650730,Price Schedule,52,corvette,,,raw_price_schedule_row,"["""",""PDB"",""Carbon Fiber Wheel and Brake Package"",""Z06 with ROZ Carbon Fiber Wheel"",""17000"",""0"",""17000"",""15470"",""14960"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:53:3f94d68e94,Price Schedule,53,corvette,,,raw_price_schedule_row,"["""",""PDB"",""Carbon Fiber Wheel and Brake Package"",""Z06 with STZ Carbon Fiber Wheel"",""17500"",""0"",""17500"",""15925"",""15400"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:54:3d02e5860c,Price Schedule,54,corvette,,,raw_price_schedule_row,"["""",""PDD"",""Z07 Carbon Flash Aero and Wheel Package"",""Z06 with ROY Carbon Fiber Wheel"",""25495"",""0"",""25495"",""23200.45"",""22435.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:55:c84e7dbcdc,Price Schedule,55,corvette,,,raw_price_schedule_row,"["""",""PDD"",""Z07 Carbon Flash Aero and Wheel Package"",""Z06 with ROZ Carbon Fiber Wheel"",""26495"",""0"",""26495"",""24110.45"",""23315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:56:bf584bd573,Price Schedule,56,corvette,,,raw_price_schedule_row,"["""",""PDD"",""Z07 Carbon Flash Aero and Wheel Package"",""Z06 with STZ Carbon Fiber Wheel"",""26995"",""0"",""26995"",""24565.45"",""23755.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:57:634addb2a3,Price Schedule,57,corvette,,,raw_price_schedule_row,"["""",""PDF"",""Z07 Visible Carbon Aero and Wheel Package"",""Z06 with ROY Carbon Fiber Wheel"",""26495"",""0"",""26495"",""24110.45"",""23315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:58:326236eb66,Price Schedule,58,corvette,,,raw_price_schedule_row,"["""",""PDF"",""Z07 Visible Carbon Aero and Wheel Package"",""Z06 with ROZ Carbon Fiber Wheel"",""27495"",""0"",""27495"",""25020.45"",""24195.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:59:cde4f6d7dd,Price Schedule,59,corvette,,,raw_price_schedule_row,"["""",""PDF"",""Z07 Visible Carbon Aero and Wheel Package"",""Z06 with STZ Carbon Fiber Wheel"",""27995"",""0"",""27995"",""25475.45"",""24635.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:60:3fccac7a57,Price Schedule,60,corvette,,,raw_price_schedule_row,"["""",""PIN"",""Customer Selectable VIN"","""",""5495"",""0"",""5495"",""5000.45"",""4835.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:61:1b294ae6c6,Price Schedule,61,corvette,,,raw_price_schedule_row,"["""",""R6X"",""Custom Interior Trim and Seat Combination Override"",""3LT/LZ Only"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:62:14ebbdf9c5,Price Schedule,62,corvette,,,raw_price_schedule_row,"["""",""R8C"",""Corvette Museum Delivery"","""",""1695"",""0"",""1695"",""1542.45"",""1491.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:63:0839bd831f,Price Schedule,63,corvette,,,raw_price_schedule_row,"["""",""TVS"",""Low-profile rear spoiler and front splitter"",""Stingray"",""995"",""0"",""995"",""905.45"",""875.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:64:649c0c3191,Price Schedule,64,corvette,,,raw_price_schedule_row,"["""",""UQT"",""Performance Data Recorder"",""1LT/LZ"",""1495"",""0"",""1495"",""1360.45"",""1315.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:65:9392ae591c,Price Schedule,65,corvette,,,raw_price_schedule_row,"["""",""Battery:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:66:9e2db96672,Price Schedule,66,corvette,,,raw_price_schedule_row,"["""",""ERI"",""Battery Protection Package"","""",""100"",""0"",""100"",""91"",""88"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:67:c9d86fc2ed,Price Schedule,67,corvette,,,raw_price_schedule_row,"["""",""Brakes:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:68:e19955691c,Price Schedule,68,corvette,,,raw_price_schedule_row,"["""",""J57"",""Carbon Ceramic Brakes"",""Grand Sport w/FEB Z52 Sports Performance Package"",""6000"",""0"",""6000"",""5460"",""5280"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:69:5ccdebd93f,Price Schedule,69,corvette,,,raw_price_schedule_row,"["""",""J57"",""Carbon Ceramic Brakes"",""Included in Z07 and FEY Performance Package"",""9000"",""0"",""9000"",""8190"",""7920"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:70:e88d9942ee,Price Schedule,70,corvette,,,raw_price_schedule_row,"["""",""J6B"",""Blue Painted Brake Calipers"","""",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:71:27db6fedce,Price Schedule,71,corvette,,,raw_price_schedule_row,"["""",""J6E"",""Yellow Painted Brake Calipers"","""",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:72:fc91371a66,Price Schedule,72,corvette,,,raw_price_schedule_row,"["""",""J6F"",""Bright Red Painted Brake Calipers"","""",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:73:6f1dc26db7,Price Schedule,73,corvette,,,raw_price_schedule_row,"["""",""J6L"",""Orange Painted Brake Calipers"",""Requires J57"",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:74:467ad15c95,Price Schedule,74,corvette,,,raw_price_schedule_row,"["""",""J6N"",""Edge Red Painted Brake Calipers"","""",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:75:4b85bfa72b,Price Schedule,75,corvette,,,raw_price_schedule_row,"["""",""J6O"",""Bronze Painted Brake Calipers"",""ZR1/ZR1X Only"",""795"",""0"",""795"",""723.45"",""699.6"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:76:54eefe516e,Price Schedule,76,corvette,,,raw_price_schedule_row,"["""",""Convenience:"","""","""","""","""","""","""","""","""",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
staging_price_rows.csv:Price Schedule:77:ac490caf91,Price Schedule,77,corvette,,,raw_price_schedule_row,"["""",""PRB"",""3 Years Onstar One"","""",""800"",""0"",""800"",""728"",""704"",""0"",""""]","Price Schedule extraction in this pass is staging evidence only. Do not classify final canonical price rules, price books, package pricing, or included-zero pricing yet.",raw_price_evidence_only
