artifact_schema_version,source_workbook_sha256,model_key,group_type,group_id,current_fallback_label,source_sheet_row,active,customer_visible,audience,resolved_step_section,selection_behavior,member_count,members_ordered,notes,proposed_display_label,review_status,reviewer_note
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dsz_excludes_jake_hood_graphics,DSZ Edge Red Racing Stripes: excludes_any,grandSport_rule_groups!18,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DSZ Edge Red Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DSZ Edge Red Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dt0_excludes_jake_hood_graphics,DT0 Competition Yellow Racing Stripes: excludes_any,grandSport_rule_groups!19,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DT0 Competition Yellow Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DT0 Competition Yellow Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dth_excludes_jake_hood_graphics,DTH Carbon Flash Metallic Racing Stripes: excludes_any,grandSport_rule_groups!20,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DTH Carbon Flash Metallic Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DTH Carbon Flash Metallic Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dub_excludes_jake_hood_graphics,DUB Sterling Silver Racing Stripes: excludes_any,grandSport_rule_groups!21,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DUB Sterling Silver Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DUB Sterling Silver Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_due_excludes_jake_hood_graphics,DUE Santorini Blue/Carbon Flash Racing Stripes: excludes_any,grandSport_rule_groups!22,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DUE Santorini Blue/Carbon Flash Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DUE Santorini Blue/Carbon Flash Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_duk_excludes_jake_hood_graphics,DUK Edge Red/Carbon Flash Racing Stripes: excludes_any,grandSport_rule_groups!23,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DUK Edge Red/Carbon Flash Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DUK Edge Red/Carbon Flash Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_duw_excludes_jake_hood_graphics,DUW Edge Blue Racing Stripes: excludes_any,grandSport_rule_groups!24,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DUW Edge Blue Racing Stripes; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DUW Edge Blue Racing Stripes — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dzu_excludes_jake_hood_graphics,DZU Carbon Flash/Competition Yellow Stinger Stripe: excludes_any,grandSport_rule_groups!25,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DZU Carbon Flash/Competition Yellow Stinger Stripe; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DZU Carbon Flash/Competition Yellow Stinger Stripe — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dzv_excludes_jake_hood_graphics,DZV Carbon Flash/Midnight Silver Stinger Stripe: excludes_any,grandSport_rule_groups!26,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DZV Carbon Flash/Midnight Silver Stinger Stripe; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DZV Carbon Flash/Midnight Silver Stinger Stripe — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_dzx_excludes_jake_hood_graphics,DZX Carbon Flash/Edge Red Stinger Stripe: excludes_any,grandSport_rule_groups!27,TRUE,FALSE,manager,sec_jake_001,excludes_any,2,source DZX Carbon Flash/Edge Red Stinger Stripe; targets SHT Tech Bronze Jake Hood Graphic; SNE Jake Hood Graphic,Stripe cleanup: selected dual racing stripes conflict with SHT and SNE hood graphics.,DZX Carbon Flash/Edge Red Stinger Stripe — Jake Hood Graphic Exclusions,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_j57_z52_requirement,J57 Carbon Ceramic Brakes: requires_any,grandSport_rule_groups!28,TRUE,FALSE,manager,sec_perf_z52_001,requires_any,2,source J57 Carbon Ceramic Brakes; targets FEB Z52 Sport Performance Package; FEY Z52 Track Performance Package,"J57 is selectable with FEB, or included by FEY.",J57 Carbon Ceramic Brakes — Z52 Requirements,approved,
1,b2df4eddc96b7f6e5cb2b55f57818d50bf285cb8c1b4641495595cb0b43f8a91,grand_sport,rule,gs_group_gba_excludes_edu,GBA Black: excludes_any,grandSport_rule_groups!29,TRUE,FALSE,manager,sec_exte_001,excludes_any,1,source GBA Black; targets EDU Body-Color and Carbon Flash Accents,Workbook-owned grouped exclusion metadata.,GBA Black — Exterior Accent Exclusions,approved,
