proposal_selectable_id,proposed_target_table,proposed_target_row_key,source_ref_id,source_sheet,source_row,notes
prop_grand_sport_interior_37s,catalog/selectables.csv,sel_grand_sport_37s,staging_variant_matrix_rows.csv:Interior 2:81:4cdec1a9f9,Interior 2,81,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_37s,catalog/selectables.csv,sel_grand_sport_37s,staging_variant_matrix_rows.csv:Interior 2:81:8b5860cc35,Interior 2,81,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_37s,catalog/selectables.csv,sel_grand_sport_37s,staging_variant_matrix_rows.csv:Interior 2:81:97f22fedd4,Interior 2,81,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_37s,catalog/selectables.csv,sel_grand_sport_37s,staging_variant_matrix_rows.csv:Interior 2:81:b55e369623,Interior 2,81,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_37s,catalog/selectables.csv,sel_grand_sport_37s,staging_variant_matrix_rows.csv:Interior 2:81:e0beaaad22,Interior 2,81,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_37s,catalog/selectables.csv,sel_grand_sport_37s,staging_variant_matrix_rows.csv:Interior 2:81:f6c27a2c78,Interior 2,81,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_38s,catalog/selectables.csv,sel_grand_sport_38s,staging_variant_matrix_rows.csv:Interior 2:82:24ab4149e4,Interior 2,82,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_38s,catalog/selectables.csv,sel_grand_sport_38s,staging_variant_matrix_rows.csv:Interior 2:82:869e92bdcf,Interior 2,82,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_38s,catalog/selectables.csv,sel_grand_sport_38s,staging_variant_matrix_rows.csv:Interior 2:82:afac122813,Interior 2,82,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_38s,catalog/selectables.csv,sel_grand_sport_38s,staging_variant_matrix_rows.csv:Interior 2:82:b13c18fe27,Interior 2,82,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_38s,catalog/selectables.csv,sel_grand_sport_38s,staging_variant_matrix_rows.csv:Interior 2:82:ea505c73e2,Interior 2,82,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_38s,catalog/selectables.csv,sel_grand_sport_38s,staging_variant_matrix_rows.csv:Interior 2:82:f982f3a548,Interior 2,82,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3a9,catalog/selectables.csv,sel_grand_sport_3a9,staging_variant_matrix_rows.csv:Interior 2:61:0977e8ceb9,Interior 2,61,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3a9,catalog/selectables.csv,sel_grand_sport_3a9,staging_variant_matrix_rows.csv:Interior 2:61:12f543847d,Interior 2,61,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3a9,catalog/selectables.csv,sel_grand_sport_3a9,staging_variant_matrix_rows.csv:Interior 2:61:7b0b200d9c,Interior 2,61,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3a9,catalog/selectables.csv,sel_grand_sport_3a9,staging_variant_matrix_rows.csv:Interior 2:61:885aa37c8e,Interior 2,61,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3a9,catalog/selectables.csv,sel_grand_sport_3a9,staging_variant_matrix_rows.csv:Interior 2:61:9bce1b4158,Interior 2,61,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3a9,catalog/selectables.csv,sel_grand_sport_3a9,staging_variant_matrix_rows.csv:Interior 2:61:fd5ef49b19,Interior 2,61,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3f9,catalog/selectables.csv,sel_grand_sport_3f9,staging_variant_matrix_rows.csv:Interior 2:62:1668ae9832,Interior 2,62,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3f9,catalog/selectables.csv,sel_grand_sport_3f9,staging_variant_matrix_rows.csv:Interior 2:62:170ca74541,Interior 2,62,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3f9,catalog/selectables.csv,sel_grand_sport_3f9,staging_variant_matrix_rows.csv:Interior 2:62:38d6533c77,Interior 2,62,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3f9,catalog/selectables.csv,sel_grand_sport_3f9,staging_variant_matrix_rows.csv:Interior 2:62:7e6ab4c6c6,Interior 2,62,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3f9,catalog/selectables.csv,sel_grand_sport_3f9,staging_variant_matrix_rows.csv:Interior 2:62:9d80bca776,Interior 2,62,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3f9,catalog/selectables.csv,sel_grand_sport_3f9,staging_variant_matrix_rows.csv:Interior 2:62:e89b59b1c4,Interior 2,62,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3m9,catalog/selectables.csv,sel_grand_sport_3m9,staging_variant_matrix_rows.csv:Interior 2:63:01a6190767,Interior 2,63,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3m9,catalog/selectables.csv,sel_grand_sport_3m9,staging_variant_matrix_rows.csv:Interior 2:63:51aad7765c,Interior 2,63,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3m9,catalog/selectables.csv,sel_grand_sport_3m9,staging_variant_matrix_rows.csv:Interior 2:63:7eda38edc1,Interior 2,63,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3m9,catalog/selectables.csv,sel_grand_sport_3m9,staging_variant_matrix_rows.csv:Interior 2:63:80975809c3,Interior 2,63,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3m9,catalog/selectables.csv,sel_grand_sport_3m9,staging_variant_matrix_rows.csv:Interior 2:63:92a3bae4fb,Interior 2,63,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3m9,catalog/selectables.csv,sel_grand_sport_3m9,staging_variant_matrix_rows.csv:Interior 2:63:f4b7b4bf5f,Interior 2,63,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3n9,catalog/selectables.csv,sel_grand_sport_3n9,staging_variant_matrix_rows.csv:Interior 2:60:4f372321dd,Interior 2,60,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3n9,catalog/selectables.csv,sel_grand_sport_3n9,staging_variant_matrix_rows.csv:Interior 2:60:56382c71e3,Interior 2,60,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3n9,catalog/selectables.csv,sel_grand_sport_3n9,staging_variant_matrix_rows.csv:Interior 2:60:63bfd11cd3,Interior 2,60,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3n9,catalog/selectables.csv,sel_grand_sport_3n9,staging_variant_matrix_rows.csv:Interior 2:60:97d4116fc8,Interior 2,60,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3n9,catalog/selectables.csv,sel_grand_sport_3n9,staging_variant_matrix_rows.csv:Interior 2:60:b799fd3f8a,Interior 2,60,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_3n9,catalog/selectables.csv,sel_grand_sport_3n9,staging_variant_matrix_rows.csv:Interior 2:60:f8114d629f,Interior 2,60,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_55a,catalog/selectables.csv,sel_grand_sport_55a,staging_variant_matrix_rows.csv:Exterior 2:77:08664a8faf,Exterior 2,77,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_55a,catalog/selectables.csv,sel_grand_sport_55a,staging_variant_matrix_rows.csv:Exterior 2:77:135cc0073d,Exterior 2,77,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_55a,catalog/selectables.csv,sel_grand_sport_55a,staging_variant_matrix_rows.csv:Exterior 2:77:6c889d25c8,Exterior 2,77,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_55a,catalog/selectables.csv,sel_grand_sport_55a,staging_variant_matrix_rows.csv:Exterior 2:77:7f8dbf9fab,Exterior 2,77,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_55a,catalog/selectables.csv,sel_grand_sport_55a,staging_variant_matrix_rows.csv:Exterior 2:77:96bc6efb9a,Exterior 2,77,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_55a,catalog/selectables.csv,sel_grand_sport_55a,staging_variant_matrix_rows.csv:Exterior 2:77:a7becf98c8,Exterior 2,77,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5jr,catalog/selectables.csv,sel_grand_sport_5jr,staging_variant_matrix_rows.csv:Exterior 2:38:19d50ece9d,Exterior 2,38,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5jr,catalog/selectables.csv,sel_grand_sport_5jr,staging_variant_matrix_rows.csv:Exterior 2:38:240735fc17,Exterior 2,38,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5jr,catalog/selectables.csv,sel_grand_sport_5jr,staging_variant_matrix_rows.csv:Exterior 2:38:3ce0d916db,Exterior 2,38,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5jr,catalog/selectables.csv,sel_grand_sport_5jr,staging_variant_matrix_rows.csv:Exterior 2:38:5fec8cffe9,Exterior 2,38,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5jr,catalog/selectables.csv,sel_grand_sport_5jr,staging_variant_matrix_rows.csv:Exterior 2:38:8ab700e5ed,Exterior 2,38,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5jr,catalog/selectables.csv,sel_grand_sport_5jr,staging_variant_matrix_rows.csv:Exterior 2:38:d5808f1980,Exterior 2,38,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zb,catalog/selectables.csv,sel_grand_sport_5zb,staging_variant_matrix_rows.csv:Exterior 2:50:13dcf05787,Exterior 2,50,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zb,catalog/selectables.csv,sel_grand_sport_5zb,staging_variant_matrix_rows.csv:Exterior 2:50:67d6b3ede0,Exterior 2,50,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zb,catalog/selectables.csv,sel_grand_sport_5zb,staging_variant_matrix_rows.csv:Exterior 2:50:788f1dae91,Exterior 2,50,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zb,catalog/selectables.csv,sel_grand_sport_5zb,staging_variant_matrix_rows.csv:Exterior 2:50:86c5b6d996,Exterior 2,50,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zb,catalog/selectables.csv,sel_grand_sport_5zb,staging_variant_matrix_rows.csv:Exterior 2:50:92d5e3c6fd,Exterior 2,50,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zb,catalog/selectables.csv,sel_grand_sport_5zb,staging_variant_matrix_rows.csv:Exterior 2:50:fdc238e3b4,Exterior 2,50,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zc,catalog/selectables.csv,sel_grand_sport_5zc,staging_variant_matrix_rows.csv:Exterior 2:49:0e14b26b6d,Exterior 2,49,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zc,catalog/selectables.csv,sel_grand_sport_5zc,staging_variant_matrix_rows.csv:Exterior 2:49:307a64f601,Exterior 2,49,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zc,catalog/selectables.csv,sel_grand_sport_5zc,staging_variant_matrix_rows.csv:Exterior 2:49:5ff6160537,Exterior 2,49,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zc,catalog/selectables.csv,sel_grand_sport_5zc,staging_variant_matrix_rows.csv:Exterior 2:49:99d804db29,Exterior 2,49,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zc,catalog/selectables.csv,sel_grand_sport_5zc,staging_variant_matrix_rows.csv:Exterior 2:49:b23c18cdd7,Exterior 2,49,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zc,catalog/selectables.csv,sel_grand_sport_5zc,staging_variant_matrix_rows.csv:Exterior 2:49:b63fd89ccb,Exterior 2,49,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zd,catalog/selectables.csv,sel_grand_sport_5zd,staging_variant_matrix_rows.csv:Exterior 2:48:0e2ff2214f,Exterior 2,48,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zd,catalog/selectables.csv,sel_grand_sport_5zd,staging_variant_matrix_rows.csv:Exterior 2:48:51e598448d,Exterior 2,48,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zd,catalog/selectables.csv,sel_grand_sport_5zd,staging_variant_matrix_rows.csv:Exterior 2:48:8dfb379345,Exterior 2,48,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zd,catalog/selectables.csv,sel_grand_sport_5zd,staging_variant_matrix_rows.csv:Exterior 2:48:b374e0c53b,Exterior 2,48,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zd,catalog/selectables.csv,sel_grand_sport_5zd,staging_variant_matrix_rows.csv:Exterior 2:48:df47fc85ef,Exterior 2,48,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zd,catalog/selectables.csv,sel_grand_sport_5zd,staging_variant_matrix_rows.csv:Exterior 2:48:fd37f60208,Exterior 2,48,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zv,catalog/selectables.csv,sel_grand_sport_5zv,staging_variant_matrix_rows.csv:Exterior 2:44:39701b430c,Exterior 2,44,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zv,catalog/selectables.csv,sel_grand_sport_5zv,staging_variant_matrix_rows.csv:Exterior 2:44:3ec1b8fc91,Exterior 2,44,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zv,catalog/selectables.csv,sel_grand_sport_5zv,staging_variant_matrix_rows.csv:Exterior 2:44:7970889bcb,Exterior 2,44,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zv,catalog/selectables.csv,sel_grand_sport_5zv,staging_variant_matrix_rows.csv:Exterior 2:44:9128d9dd20,Exterior 2,44,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zv,catalog/selectables.csv,sel_grand_sport_5zv,staging_variant_matrix_rows.csv:Exterior 2:44:9e4e1ecc6b,Exterior 2,44,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_5zv,catalog/selectables.csv,sel_grand_sport_5zv,staging_variant_matrix_rows.csv:Exterior 2:44:ab5a45622b,Exterior 2,44,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_75a,catalog/selectables.csv,sel_grand_sport_75a,staging_variant_matrix_rows.csv:Exterior 2:75:21dcdb10e4,Exterior 2,75,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_75a,catalog/selectables.csv,sel_grand_sport_75a,staging_variant_matrix_rows.csv:Exterior 2:75:43e3681ac8,Exterior 2,75,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_75a,catalog/selectables.csv,sel_grand_sport_75a,staging_variant_matrix_rows.csv:Exterior 2:75:5d8ca100ba,Exterior 2,75,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_75a,catalog/selectables.csv,sel_grand_sport_75a,staging_variant_matrix_rows.csv:Exterior 2:75:b252032a3c,Exterior 2,75,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_75a,catalog/selectables.csv,sel_grand_sport_75a,staging_variant_matrix_rows.csv:Exterior 2:75:c404269b1d,Exterior 2,75,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_75a,catalog/selectables.csv,sel_grand_sport_75a,staging_variant_matrix_rows.csv:Exterior 2:75:d8d8341ee7,Exterior 2,75,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_97a,catalog/selectables.csv,sel_grand_sport_97a,staging_variant_matrix_rows.csv:Exterior 2:73:5d58b575b3,Exterior 2,73,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_97a,catalog/selectables.csv,sel_grand_sport_97a,staging_variant_matrix_rows.csv:Exterior 2:73:6608796d66,Exterior 2,73,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_97a,catalog/selectables.csv,sel_grand_sport_97a,staging_variant_matrix_rows.csv:Exterior 2:73:74dcbf93b0,Exterior 2,73,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_97a,catalog/selectables.csv,sel_grand_sport_97a,staging_variant_matrix_rows.csv:Exterior 2:73:cd970def96,Exterior 2,73,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_97a,catalog/selectables.csv,sel_grand_sport_97a,staging_variant_matrix_rows.csv:Exterior 2:73:d864d356f7,Exterior 2,73,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_exterior_97a,catalog/selectables.csv,sel_grand_sport_97a,staging_variant_matrix_rows.csv:Exterior 2:73:de5c0e9031,Exterior 2,73,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_ae4,catalog/selectables.csv,sel_grand_sport_ae4,staging_variant_matrix_rows.csv:Interior 2:66:08198e5206,Interior 2,66,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_ae4,catalog/selectables.csv,sel_grand_sport_ae4,staging_variant_matrix_rows.csv:Interior 2:66:2aaec2ef49,Interior 2,66,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_ae4,catalog/selectables.csv,sel_grand_sport_ae4,staging_variant_matrix_rows.csv:Interior 2:66:59bc48ef7e,Interior 2,66,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_ae4,catalog/selectables.csv,sel_grand_sport_ae4,staging_variant_matrix_rows.csv:Interior 2:66:6f61e3ae60,Interior 2,66,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_ae4,catalog/selectables.csv,sel_grand_sport_ae4,staging_variant_matrix_rows.csv:Interior 2:66:773c0d5b30,Interior 2,66,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_ae4,catalog/selectables.csv,sel_grand_sport_ae4,staging_variant_matrix_rows.csv:Interior 2:66:f5490de1d7,Interior 2,66,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_aup,catalog/selectables.csv,sel_grand_sport_aup,staging_variant_matrix_rows.csv:Interior 2:67:1585ca295a,Interior 2,67,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_aup,catalog/selectables.csv,sel_grand_sport_aup,staging_variant_matrix_rows.csv:Interior 2:67:53b124ccdf,Interior 2,67,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_aup,catalog/selectables.csv,sel_grand_sport_aup,staging_variant_matrix_rows.csv:Interior 2:67:9eac6c2589,Interior 2,67,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_aup,catalog/selectables.csv,sel_grand_sport_aup,staging_variant_matrix_rows.csv:Interior 2:67:c90798bec5,Interior 2,67,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_aup,catalog/selectables.csv,sel_grand_sport_aup,staging_variant_matrix_rows.csv:Interior 2:67:f0df23a7ba,Interior 2,67,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_aup,catalog/selectables.csv,sel_grand_sport_aup,staging_variant_matrix_rows.csv:Interior 2:67:f2809c66af,Interior 2,67,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_b6p,catalog/selectables.csv,sel_grand_sport_b6p,staging_variant_matrix_rows.csv:Mechanical 2:27:1ffb899185,Mechanical 2,27,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_b6p,catalog/selectables.csv,sel_grand_sport_b6p,staging_variant_matrix_rows.csv:Mechanical 2:27:28c7741870,Mechanical 2,27,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_b6p,catalog/selectables.csv,sel_grand_sport_b6p,staging_variant_matrix_rows.csv:Mechanical 2:27:7fcbe51c7c,Mechanical 2,27,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_b6p,catalog/selectables.csv,sel_grand_sport_b6p,staging_variant_matrix_rows.csv:Mechanical 2:27:815abc2ceb,Mechanical 2,27,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_b6p,catalog/selectables.csv,sel_grand_sport_b6p,staging_variant_matrix_rows.csv:Mechanical 2:27:d2a66dfa83,Mechanical 2,27,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_b6p,catalog/selectables.csv,sel_grand_sport_b6p,staging_variant_matrix_rows.csv:Mechanical 2:27:e97146e153,Mechanical 2,27,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_baz,catalog/selectables.csv,sel_grand_sport_baz,staging_variant_matrix_rows.csv:Interior 2:84:2ccf3871a6,Interior 2,84,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_baz,catalog/selectables.csv,sel_grand_sport_baz,staging_variant_matrix_rows.csv:Interior 2:84:3df91dd9dc,Interior 2,84,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_baz,catalog/selectables.csv,sel_grand_sport_baz,staging_variant_matrix_rows.csv:Interior 2:84:67517c9fa2,Interior 2,84,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_baz,catalog/selectables.csv,sel_grand_sport_baz,staging_variant_matrix_rows.csv:Interior 2:84:7416dcb690,Interior 2,84,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_baz,catalog/selectables.csv,sel_grand_sport_baz,staging_variant_matrix_rows.csv:Interior 2:84:84623f321e,Interior 2,84,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_interior_baz,catalog/selectables.csv,sel_grand_sport_baz,staging_variant_matrix_rows.csv:Interior 2:84:8b3f4b5fd9,Interior 2,84,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_bc4,catalog/selectables.csv,sel_grand_sport_bc4,staging_variant_matrix_rows.csv:Mechanical 2:30:0245e5a4b7,Mechanical 2,30,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_bc4,catalog/selectables.csv,sel_grand_sport_bc4,staging_variant_matrix_rows.csv:Mechanical 2:30:15162e25a4,Mechanical 2,30,source_refs_member_table plan only; no canonical source refs written.
prop_grand_sport_mechanical_bc4,catalog/selectables.csv,sel_grand_sport_bc4,staging_variant_matrix_rows.csv:Mechanical 2:30:2a1a2c0048,Mechanical 2,30,source_refs_member_table plan only; no canonical source refs written.
